OBJECTID,Province,Abbreviation,DailyTotals,SummaryDate,TotalCases,TotalRecovered,DailyRecovered,TotalDeaths,DailyDeaths,TotalTested,DailyTested,TotalActive,DailyActive,TotalHospitalized,DailyHospitalized,TotalICU,DailyICU,Labels
3533,ONTARIO,ON,133,2020/09/02 12:00:00+00,42554,38506,137,2812,0,3013892,24004,1236,-4,60,-5,13,-4,0
3548,ONTARIO,ON,132,2020/09/03 12:00:00+00,42686,38625,119,2812,0,3040190,26298,1249,13,60,0,12,-1,0
3563,ONTARIO,ON,148,2020/09/04 12:00:00+00,42834,38741,116,2811,-1,3094726,54536,1282,33,66,6,13,1,0
3578,ONTARIO,ON,169,2020/09/05 12:00:00+00,43003,38847,106,2811,0,3120810,26084,1345,63,58,-8,14,1,0
3593,ONTARIO,ON,158,2020/09/06 12:00:00+00,43161,38958,111,2813,2,3144106,23296,1390,45,52,-6,15,1,0
3608,ONTARIO,ON,190,2020/09/07 04:00:00+00,43351,39077,119,2813,0,3144106,0,1390,0,52,0,15,0,0
3623,ONTARIO,ON,185,2020/09/08 12:00:00+00,43536,39196,119,2813,0,3171062,26956,1527,137,54,2,17,2,0
3638,ONTARIO,ON,149,2020/09/09 12:00:00+00,43685,39332,136,2813,0,3188667,17605,1540,13,55,1,15,-2,0
3653,ONTARIO,ON,170,2020/09/10 12:00:00+00,43855,39474,142,2814,1,3213336,24669,1567,27,54,-1,14,-1,0
3668,ONTARIO,ON,213,2020/09/11 12:00:00+00,44068,39598,124,2813,-1,3245837,32501,1657,90,49,-5,18,4,0
3683,ONTARIO,ON,232,2020/09/12 12:00:00+00,44300,39717,119,2814,1,3281455,35618,1769,112,43,-6,12,-6,0
3698,ONTARIO,ON,204,2020/09/13 12:00:00+00,44504,39841,124,2815,1,3312598,31143,1848,79,39,-4,14,2,0
3728,ONTARIO,ON,313,2020/09/14 12:00:00+00,44817,39974,133,2816,1,3342138,29540,2027,179,47,8,17,3,0
3743,ONTARIO,ON,251,2020/09/15 12:00:00+00,45068,40091,117,2820,4,3369802,27664,2157,130,47,0,19,2,0
3758,ONTARIO,ON,315,2020/09/16 12:00:00+00,45383,40245,154,2822,2,3398563,28761,2316,159,44,-3,20,1,0
3773,ONTARIO,ON,293,2020/09/17 12:00:00+00,45676,40424,179,2825,3,3433697,35134,2427,111,53,9,21,1,0
3788,ONTARIO,ON,401,2020/09/18 12:00:00+00,46077,40600,176,2825,0,3469523,35826,2652,225,58,5,20,-1,0
3803,ONTARIO,ON,407,2020/09/19 12:00:00+00,46484,40777,177,2826,1,3508463,38940,2881,229,64,6,20,0,0
3818,ONTARIO,ON,365,2020/09/20 12:00:00+00,46849,40968,191,2827,1,3548590,40127,3054,173,63,-1,23,3,0
3833,ONTARIO,ON,425,2020/09/21 12:00:00+00,47274,41146,178,2829,2,3612832,64242,3299,245,65,2,22,-1,0
3848,ONTARIO,ON,478,2020/09/22 12:00:00+00,47752,41342,196,2832,3,3614544,1712,3578,279,82,17,24,2,0
3863,ONTARIO,ON,335,2020/09/23 12:00:00+00,48087,41600,258,2835,3,3649980,35436,3652,74,88,6,24,0,0
3878,ONTARIO,ON,409,2020/09/24 12:00:00+00,48496,41886,286,2836,1,3680614,30634,3774,122,88,0,27,3,0
3893,ONTARIO,ON,409,2020/09/25 12:00:00+00,48905,42169,283,2837,1,3722479,41865,3899,125,87,-1,25,-2,0
3908,ONTARIO,ON,435,2020/09/26 12:00:00+00,49340,42507,338,2837,0,3765717,43238,3996,97,100,13,28,3,0
3923,ONTARIO,ON,491,2020/09/27 12:00:00+00,49831,42796,289,2839,2,3808226,42509,4196,200,112,12,28,0,0
3938,ONTARIO,ON,700,2020/09/28 12:00:00+00,50531,43127,331,2840,1,3849337,41111,4564,368,128,16,29,1,0
3953,ONTARIO,ON,554,2020/09/29 12:00:00+00,51085,43450,323,2844,4,3887712,38375,4791,227,137,9,30,1,0
3968,ONTARIO,ON,625,2020/09/30 12:00:00+00,51710,43907,457,2848,4,3923465,35753,4955,164,150,13,35,5,0
3983,ONTARIO,ON,538,2020/10/01 12:00:00+00,52248,44422,515,2851,3,3963111,39646,4975,20,162,12,36,1,0
3998,ONTARIO,ON,732,2020/10/02 12:00:00+00,52980,44850,428,2927,76,4003204,40093,5203,228,167,5,38,2,0
4013,ONTARIO,ON,653,2020/10/03 12:00:00+00,53633,45285,435,2968,41,4049458,46254,5380,177,155,-12,41,3,0
4028,ONTARIO,ON,566,2020/10/04 12:00:00+00,54199,45819,534,2975,7,4089119,39661,5405,25,169,14,41,0,0
4043,ONTARIO,ON,615,2020/10/05 12:00:00+00,54814,46360,541,2980,5,4127315,38196,5474,69,176,7,44,3,0
4058,ONTARIO,ON,548,2020/10/06 12:00:00+00,55362,46906,546,2987,7,4169346,42031,5469,-5,192,16,41,-3,0
4073,ONTARIO,ON,583,2020/10/07 12:00:00+00,55945,47613,707,2988,1,4212623,43277,5344,-125,195,3,43,2,0
4088,ONTARIO,ON,797,2020/10/08 12:00:00+00,56742,48308,695,2992,4,4261111,48488,5442,98,206,11,47,4,0
4103,ONTARIO,ON,939,2020/10/09 12:00:00+00,57681,49032,724,2997,5,4306025,44914,5652,210,225,19,47,0,0
4118,ONTARIO,ON,809,2020/10/10 12:00:00+00,58490,49732,700,3004,7,4350323,44298,5754,102,213,-12,48,1,0
4133,ONTARIO,ON,649,2020/10/11 12:00:00+00,59139,50437,705,3005,1,4394461,44138,5697,-57,217,4,51,3,0
4148,ONTARIO,ON,807,2020/10/12 12:00:00+00,59946,51105,668,3005,0,4394461,0,5697,0,217,0,51,0,0
4163,ONTARIO,ON,746,2020/10/13 12:00:00+00,60692,51729,624,3017,12,4462167,67706,5946,249,203,-14,53,2,0
4178,ONTARIO,ON,721,2020/10/14 12:00:00+00,61413,52512,783,3017,0,4494373,32206,5884,-62,231,28,64,11,0
4193,ONTARIO,ON,783,2020/10/15 12:00:00+00,62196,53291,779,3022,5,4534334,39961,5883,-1,253,22,62,-2,0
4208,ONTARIO,ON,712,2020/10/16 12:00:00+00,62908,54004,713,3031,9,4572841,38507,5873,-10,261,8,67,5,0
4223,ONTARIO,ON,805,2020/10/17 12:00:00+00,63713,54686,682,3041,10,4617563,44722,5986,113,278,17,72,5,0
4238,ONTARIO,ON,658,2020/10/18 12:00:00+00,64371,55371,685,3046,5,4658413,40850,5954,-32,247,-31,71,-1,0
4253,ONTARIO,ON,704,2020/10/19 12:00:00+00,65075,55978,607,3050,4,4690277,31864,6047,93,252,5,69,-2,0
4268,ONTARIO,ON,821,2020/10/20 12:00:00+00,65896,56606,628,3053,3,4714326,24049,6237,190,274,22,72,3,0
4283,ONTARIO,ON,790,2020/10/21 12:00:00+00,66686,57325,719,3062,9,4746972,32646,6299,62,260,-14,71,-1,0
4298,ONTARIO,ON,841,2020/10/22 12:00:00+00,67527,58066,741,3071,9,4785832,38860,6390,91,270,10,74,3,0
4328,ONTARIO,ON,826,2020/10/23 12:00:00+00,68353,58799,733,3080,9,4825851,40019,6474,84,276,6,78,4,0
4343,ONTARIO,ON,978,2020/10/24 12:00:00+00,69331,59424,625,3086,6,4870002,44151,6821,347,294,18,82,4,0
4358,ONTARIO,ON,1042,2020/10/25 12:00:00+00,70373,60160,736,3093,7,4908771,38769,7120,299,278,-16,54,-28,0
4373,ONTARIO,ON,851,2020/10/26 12:00:00+00,71224,60839,679,3099,6,4937423,28652,7286,166,295,17,78,24,0
4388,ONTARIO,ON,827,2020/10/27 12:00:00+00,72051,61530,691,3103,4,4961368,23945,7418,132,312,17,75,-3,0
4403,ONTARIO,ON,834,2020/10/28 12:00:00+00,72885,62303,773,3108,5,4991378,30010,7474,56,312,0,71,-4,0
4418,ONTARIO,ON,934,2020/10/29 12:00:00+00,73819,63123,820,3118,10,5026999,35621,7578,104,322,10,77,6,0
4433,ONTARIO,ON,896,2020/10/30 12:00:00+00,74715,63919,796,3127,9,5068007,41008,7669,91,314,-8,75,-2,0
4448,ONTARIO,ON,1015,2020/10/31 12:00:00+00,75730,64717,798,3136,9,5109927,41920,7877,208,320,6,73,-2,0
4463,ONTARIO,ON,977,2020/11/01 12:00:00+00,76707,65581,864,3145,9,5147060,37133,7981,104,650,330,72,-1,0
4478,ONTARIO,ON,948,2020/11/02 12:00:00+00,77655,66407,826,3152,7,5174968,27908,8096,115,328,-322,75,3,0
4493,ONTARIO,ON,1050,2020/11/03 12:00:00+00,78705,67244,837,3166,14,5200247,25279,8295,199,357,29,73,-2,0
4508,ONTARIO,ON,987,2020/11/04 12:00:00+00,79692,68189,945,3182,16,5228814,28567,8321,26,367,10,75,2,0
4523,ONTARIO,ON,998,2020/11/05 12:00:00+00,80690,69137,948,3195,13,5264568,35754,8358,37,381,14,86,11,0
4538,ONTARIO,ON,1003,2020/11/06 12:00:00+00,81693,70086,949,3209,14,5305836,41268,8398,40,380,-1,86,0,0
4553,ONTARIO,ON,1132,2020/11/07 12:00:00+00,82825,70938,852,3220,11,5354001,48165,8667,269,384,4,88,2,0
4568,ONTARIO,ON,1328,2020/11/08 12:00:00+00,84153,71815,877,3233,13,5382578,28577,9105,438,374,-10,88,0,0
4598,ONTARIO,ON,1242,2020/11/09 12:00:00+00,85395,72636,821,3245,12,5410979,28401,9514,409,367,-7,84,-4,0
4628,ONTARIO,ON,1388,2020/11/10 12:00:00+00,86783,73417,781,3260,15,5440104,29125,10106,592,422,55,82,-2,0
4658,ONTARIO,ON,1426,2020/11/11 12:00:00+00,88209,74303,886,3275,15,5476811,36707,10631,525,424,2,88,6,0
4688,ONTARIO,ON,1575,2020/11/12 12:00:00+00,89784,75220,917,3293,18,5516370,39559,11271,640,431,7,98,10,0
4733,ONTARIO,ON,1396,2020/11/13 12:00:00+00,91180,76238,1018,3312,19,5556879,40509,11630,359,452,21,106,8,0
4763,ONTARIO,ON,1581,2020/11/14 12:00:00+00,92761,77241,1003,3332,20,5601716,44837,12188,558,502,50,107,1,0
4793,ONTARIO,ON,1248,2020/11/15 12:00:00+00,94009,78303,1062,3361,29,5601716,37778,12345,157,479,-23,118,11,0
4808,ONTARIO,ON,1487,2020/11/16 12:00:00+00,95496,79295,992,3371,10,5677273,75557,12830,485,500,21,125,7,0
4823,ONTARIO,ON,1249,2020/11/17 12:00:00+00,96745,80430,1135,3383,12,5703741,26468,12830,0,529,29,127,2,0
4838,ONTARIO,ON,1417,2020/11/18 12:00:00+00,98162,81925,1495,3415,32,5737181,33440,12822,-8,535,6,127,0,0
4853,ONTARIO,ON,1210,2020/11/19 12:00:00+00,99372,83301,1376,3443,28,5779019,41838,12628,-194,526,-9,146,19,0
4868,ONTARIO,ON,1418,2020/11/20 12:00:00+00,100790,84716,1415,3451,8,5827192,48173,12623,-5,518,-8,142,-4,0
4883,ONTARIO,ON,1588,2020/11/21 12:00:00+00,102378,86079,1363,3472,21,5873863,46671,12827,204,513,-5,146,4,0
4898,ONTARIO,ON,1534,2020/11/22 12:00:00+00,103912,87508,1429,3486,14,5920252,46389,12912,85,484,-29,147,1,0
4913,ONTARIO,ON,1589,2020/11/23 12:00:00+00,105501,88992,1484,3505,19,5957723,37471,13004,92,507,23,156,9,0
4928,ONTARIO,ON,1009,2020/11/24 12:00:00+00,106510,90074,1082,3519,14,5984776,27053,12917,-87,534,27,159,3,0
4943,ONTARIO,ON,1373,2020/11/25 12:00:00+00,107883,91550,1476,3554,35,6020852,36076,12779,-138,523,-11,159,0,0
4958,ONTARIO,ON,1478,2020/11/26 12:00:00+00,109361,92915,1365,3575,21,6068428,47576,12871,92,556,33,151,-8,0
4973,ONTARIO,ON,1855,2020/11/27 12:00:00+00,111216,94366,1451,3595,20,6126465,58037,13255,384,542,-14,151,0,0
4988,ONTARIO,ON,1822,2020/11/28 12:00:00+00,113038,95876,1510,3624,29,6181551,55086,13538,283,595,53,155,4,0
5003,ONTARIO,ON,1708,2020/11/29 12:00:00+00,114746,97319,1443,3648,24,6235310,53759,13779,241,586,-9,156,1,0
5018,ONTARIO,ON,1746,2020/11/30 12:00:00+00,116492,98639,1320,3656,8,6274916,39606,14197,418,618,32,168,12,0
